ID,Type,Medium,Title,Year,Director,Watched,AdditionalInfo,Franchise,Prequels,Sequels,FranchiseComplete,MissingParts,Runtime,Genre,Summary,Writer,Music,Cinematography,CostumeDesign,Cast
Fack_Ju_Göhte_2013,Movie,DVD,Fack Ju Göhte,2013,Bora Dagtekin,YES,signed by,YES,,"Fack Ju Göhte 2, Fack Ju Göhte 3",YES,,113,Comedy,Der Film den ich in meinem Leben am meisten zitiere. So viele unglaublich clevere Zitate und eine einzigartige Prämisse sowieso hervorragendes Schauspiel insbesondere von Max von der Groeben und Jella Haase machen diesen Film zu einem meiner Lieblingsfilme und einem persönlichen Klassiker.,Bora Dagtekin,Michael Beckmann,Christof Wahl,Regina Tiedeken,"Elyas M'Barek, Karoline Herfurth, Katja Riemann, Jella Haase, Max von der Groeben, Gizem Emre, Aram Arami"
Fack_Ju_Göhte_2_2015,Movie,DVD,Fack Ju Göhte 2,2015,Bora Dagtekin,YES,signed by,YES,Fack Ju Göhte,Fack Ju Göhte 3,YES,,111,Comedy,"Iiih ein Klärwerk. Die Ideen gehen weiter und weiter und es wird einfach nicht langweilig. Die relatable Geschichte einer Klassenreise und alles was man dort erlebt gemischt mit den geliebten Charakteren aus dem ersten Teil und ein würdiger zweiter Teil, der vielleicht sogar besser ist als der erste. 🤫",Bora Dagtekin,"Michael Beckmann, Djorkaeff, Vincent Stein",Andreas Berger,Regina Tiedeken,"Elyas M'Barek, Karoline Herfurth, Katja Riemann, Jella Haase, Max von der Groeben, Gizem Emre, Aram Arami, Volker Bruch, Lena Klenke, Lucas Reiber, Runa Greiner"
Fack_Ju_Göhte_3_2017,Movie,DVD,Fack Ju Göhte 3,2017,Bora Dagtekin,YES,,YES,"Fack Ju Göhte, Fack Ju Göhte 2",,YES,,120,Comedy,Der letzte Teil der Originalserie hat einfach immer noch unglaublich viele lustige Ideen und cleveren Dialog. Frau Enzberger ist eine gelungene Addition und das Ende rührt mich immer wieder zu Tränen.,Bora Dagtekin,"Djorkaeff, Vincent Stein",Markus Nestroy,Regina Tiedeken,"Elyas M'Barek, Karoline Herfurth, Katja Riemann, Jella Haase, Max von der Groeben, Gizem Emre, Aram Arami, Volker Bruch, Lena Klenke, Lucas Reiber, Runa Greiner, Lea van Acken, Sandra Hüller"
Fantastic_Beasts_and_Where_to_Find_Them_2016,Movie,DVD,Fantastic Beasts and Where to Find Them,2016,David Yates,YES,,YES,,Fantastic Beasts: Crimes of Grindelwald,NO,Fantastic Beasts: Dumbledore's Secrets,129,"Fantasy, Action, Drama",,,,,,
Fantastic_Beasts_Crimes_of_Grindelwald_2018,Movie,DVD,Fantastic Beasts: Crimes of Grindelwald,2018,David Yates,YES,,YES,Fantastic Beasts and Where to Find Them,,NO,Fantastic Beasts: Dumbledore's Secrets,128,"Fantasy, Action, Drama",,,,,,
First_Man_2018,Movie,DVD,First Man,2018,Damien Chazelle,YES,,NO,,,,,135,"History, Drama",The soundtrack and cinematography are definitely one of the best aspects of this movie. The somewhat haunting yet beautiful sound of the theremin in the scene where Neil Armstrong lands on the moon are simply incredibly and make you feel like you are there with them.,Josh Singer,Justin Hurwitz,Linus Sandrgen,Mary Zophres,"Ryan Gosling, Claire Foy, Jason Clarke, Kyle Chandler, Christopher Abbott, Ciarán Hinds, Olivia Hamilton, Bryan d'Arcy James"
Florence_Foster_Jenkins_2016,Movie,DVD,Florence Foster Jenkins,2016,Stephen Frears,NO,,NO,,,,,106,"Biography, Comedy, Drama",,,,,,
Focus_2015,Movie,DVD,Focus,2015,"Glenn Ficarra, John Requa",YES,,NO,,,,,100,"Drama, Comedy, Romance","The scene where they pickpocket random stuff in New Orleans is so incredibly well shot and choreographed, it's always such a joy to watch and really the reason I keep going back to watching this movie.","Glenn Ficarra, John Requa",Nick Urata,Xavier Grobet,Dayna Pink,"Will Smith, Margot Robbie, Rodrigo Santoro, Adrian Martinez, Gerald McRaney, BD Wong, Brennan Brown, Robert Taylor"
Frank_Sinatra_King_of_Swing_2019,Movie,DVD,Frank Sinatra: King of Swing,2019,"Joseph Peveney, Lewis Allen, Richard Whorf",NO,,NO,,,,,340,Documentary,,,,,,
Free_Guy_2021,Movie,BluRay,Free Guy,2021,Shawn Levy,YES,signed by Jodie Comer,NO,,,,,115,"SciFi, Comedy, Romance","My first ever physical medium signed by Jodie Comer. Hopefully there will be at least one more but for now I have a lot of pride in this. I still want that sweater she wears in this movie. Even though the movie isn't great, it has a lot of meaning to me (and it was also Jodie's first movie she starred in). There's a lot of mistakes in terms of video game development but I appreciate the many hints and easter eggs in honor of video games and I admit that this movie is the reason I started liking Ryan Reynolds. Jodie being the smart coder is also really cool and inspiring.","Matt Lieberman, Zak Penn",Christophe Beck,George Richmond,Marlene Stewart,"Ryan Reynolds, Jodie Comer, Lil Rel Howery, Joe Keery, Utkarsh Ambudkar, Taika Waititi, Channing Tatum"
Frozen_2013,Movie,DVD,Frozen,2013,"Chris Buck, Jennifer Lee",YES,,YES,,Frozen II,YES,,98,"Animation, Musical, Comedy",,,,,,
Frozen_II_2019,Movie,BluRay,Frozen II,2019,"Chris Buck, Jennifer Lee",YES,,YES,Frozen,,YES,,103,"Animation, Musical, Comedy",,,,,,
Get_Out_2017,Movie,DVD,Get Out,2017,Jordan Peele,YES,,NO,,,,,100,"Mystery, Drama, Horror",A thriller with a touch of horror that is a great introduction into the genre. Jordan Peele has an incredible eye for the subtleties every performance needs so when rewatching this movie you see so many signs to the incredible plot-twist you have absolutely no idea will happen on the first watch. This movie is deliciously well made and a must-see for anyone really.,,,,,
Glass_2019,Movie,BluRay,Glass,2019,M. Night Shyamalan,YES,,YES,"Unbreakable, Split",,YES,,130,"Thriller, Drama, Mystery",,,,,,
Gone_Girl_2014,Movie,DVD,Gone Girl,2014,David Fincher,YES,,NO,,,,,143,"Mystery, Drama",,,,,,
Good_Will_Hunting_1997,Movie,DVD,Good Will Hunting,1997,Gus Van Sant,NO,,NO,,,,,121,"Drama, Coming-of-Age, Romance",,,,,,
Goodbye_Christopher_Robin_2017,Movie,DVD,Goodbye Christopher Robin,2017,Simon Curtis,YES,,NO,,,,,103,"History, Biography, Drama",A hauntingly beautiful and beautifully acted movie that has Margot Robbie's most underrated yet best performance. This movie is incredibly sad yet shows the beautiful scenery in which Winnie the Pooh came to life and the meaning the stories had to the lives of the people involved.,"Frank Cottrell Boyce, Simon Vaughan",Carter Burwell,Ben Smithard,Odile Dicks-Mireaux,"Margot Robbie, Domhnall Gleeson, Vicki Pepperdine, Will Tinston, Alex Lawther"
Gravity_2013,Movie,DVD,Gravity,2013,Alfonso Cuarón,YES,,NO,,,,,87,"SciFi, Drama, Action",,,,,,
Hacksaw_Ridge_2016,Movie,BluRay,Hacksaw Ridge,2016,Mel Gibson,YES,,NO,,,,,139,"War, Action, Drama",,,,,,
Hail_Caesar_2016,Movie,BluRay,"Hail, Caesar!",2016,"Ethan Coen, Joel Coen",NO,,NO,,,,,106,"Drama, Comedy, Mystery",,,,,,
Hanna_2011,Movie,DVD,Hanna,2011,Joe Wright,YES,,NO,,,,,107,"Action, Drama, Thriller",It's almost my name! The fact that Saoirse Ronan and Cate Blanchett are in it and the series that came out with Joel Kinnaman who I met personally are just super cool fun facts that the universe wanted me to experience. Also the movie is good and so is the series :),"Seth Lochhead, David Farr","Tom Rowlands, Ed Simons",Alwin H. Küchler,Lucie Bates,"Saoirse Ronan, Eric Bana, Cate Blanchett, Michelle Dockery, Tom Hollander"
Hans_Zimmer_Live_in_Prague_2017,Movie,BluRay,Hans Zimmer: Live in Prague,2017,Tim Van Someren,NO,,NO,,,,,138,Documentary,,,,,,
Happiest_Season_2020,Movie,DVD,Happiest Season,2020,Clea DuVall,YES,,NO,,,,,98,"Seasonal, Romance, Comedy",I can't wait for Christmas season so I can watch this on repeat again. It is just such a cute and lovely movie. Audrey Plaza and Kristen Stewart should have ended up with each other but this movie hits so close to home that it is kind of a nice relief to watch this as a lovely Christmas comedy.,"Clea DuVall, Mary Holland",Amie Doherty,John Guleserian,Kathleen Felix-Hager,"Kristen Stewart, Mackenzie Davis, Mary Steenburgen, Victor Garber, Alison Brie, Mary Holland, Dan Levy, Aubrey Plaza"
Harry_Potter_and_the_Chamber_of_Secrets_2002,Movie,DVD,Harry Potter and the Chamber of Secrets,2002,Chris Columbus,YES,,YES,Harry Potter and the Philosopher's Stone,"Harry Potter and the Prisoner of Azkaban, Harry Potter and the Goblet of Fire, Harry Potter and the Order of the Pheonix, Harry Potter and the Half-Blood Prince, Harry Potter and the Deathly Hallows - Part 1, Harry Potter and the Deathly Hallows - Part 2",YES,,153,"Fantasy, Action, Drama",,,,,,
Harry_Potter_and_the_Deathly_Hallows_Part_1_2010,Movie,DVD,Harry Potter and the Deathly Hallows - Part 1,2010,David Yates,YES,,YES,"Harry Potter and the Philosopher's Stone, Harry Potter and the Chamber of Secrets, Harry Potter and the Prisoner of Azkaban, Harry Potter and the Goblet of Fire, Harry Potter and the Order of the Pheonix, Harry Potter and the Half-Blood Prince",Harry Potter and the Deathly Hallows - Part 2,YES,,140,"Fantasy, Action, Drama",,,,,,
Harry_Potter_and_the_Deathly_Hallows_Part_2_2011,Movie,DVD,Harry Potter and the Deathly Hallows - Part 2,2011,David Yates,YES,,YES,"Harry Potter and the Philosopher's Stone, Harry Potter and the Chamber of Secrets, Harry Potter and the Prisoner of Azkaban, Harry Potter and the Goblet of Fire, Harry Potter and the Order of the Pheonix, Harry Potter and the Half-Blood Prince, Harry Potter and the Deathly Hallows - Part 1",,YES,,125,"Fantasy, Action, Drama",,,,,,
Harry_Potter_and_the_Goblet_of_Fire_2005,Movie,DVD,Harry Potter and the Goblet of Fire,2005,Mike Newell,YES,,YES,"Harry Potter and the Philosopher's Stone, Harry Potter and the Chamber of Secrets, Harry Potter and the Prisoner of Azkaban","Harry Potter and the Order of the Pheonix, Harry Potter and the Half-Blood Prince, Harry Potter and the Deathly Hallows - Part 1, Harry Potter and the Deathly Hallows - Part 2",YES,,151,"Fantasy, Action, Drama",,,,,,
Harry_Potter_and_the_HalfBlood_Prince_2009,Movie,DVD,Harry Potter and the Half-Blood Prince,2009,David Yates,YES,,YES,"Harry Potter and the Philosopher's Stone, Harry Potter and the Chamber of Secrets, Harry Potter and the Prisoner of Azkaban, Harry Potter and the Goblet of Fire, Harry Potter and the Order of the Pheonix","Harry Potter and the Deathly Hallows - Part 1, Harry Potter and the Deathly Hallows - Part 2",YES,,147,"Fantasy, Action, Drama",,,,,,
Harry_Potter_and_the_Order_of_the_Pheonix_2007,Movie,DVD,Harry Potter and the Order of the Pheonix,2007,David Yates,YES,,YES,"Harry Potter and the Philosopher's Stone, Harry Potter and the Chamber of Secrets, Harry Potter and the Prisoner of Azkaban, Harry Potter and the Goblet of Fire","Harry Potter and the Half-Blood Prince, Harry Potter and the Deathly Hallows - Part 1, Harry Potter and the Deathly Hallows - Part 2",YES,,133,"Fantasy, Action, Drama",,,,,,
Harry_Potter_and_the_Philosophers_Stone_2001,Movie,DVD,Harry Potter and the Philosopher's Stone,2001,Chris Columbus,YES,,YES,,"Harry Potter and the Chamber of Secrets, Harry Potter and the Prisoner of Azkaban, Harry Potter and the Goblet of Fire, Harry Potter and the Order of the Pheonix, Harry Potter and the Half-Blood Prince, Harry Potter and the Deathly Hallows - Part 1, Harry Potter and the Deathly Hallows - Part 2",YES,,147,"Fantasy, Action, Drama",,,,,,
Harry_Potter_and_the_Prisoner_of_Azkaban_2004,Movie,DVD,Harry Potter and the Prisoner of Azkaban,2004,Alfonso Cuarón,YES,,YES,"Harry Potter and the Philosopher's Stone, Harry Potter and the Chamber of Secrets","Harry Potter and the Goblet of Fire, Harry Potter and the Order of the Pheonix, Harry Potter and the Half-Blood Prince, Harry Potter and the Deathly Hallows - Part 1, Harry Potter and the Deathly Hallows - Part 2",YES,,136,"Fantasy, Action, Drama",,,,,,
Help_2021,Movie,DVD,Help,2021,Marc Munden,YES,,NO,,,,,98,"Drama, Thriller","This is a movie that people will look back on in ten year's time. It conveys the horros of the COVID pandemic and the horrifying circumstances in care-homes so incredibly well that you can't help but feel unwell watching this. Obviously, Jodie's performance is incredibly nuanced, vulnerable and multi-faceted. I cannot get enough of her scouse accent and for some reason have gone back to watch this movie multiple times despite its unsettling premise.",Jack Thorne,"Anna Meredith, Jim Williams",Mark Wolf,Holly Rebecca,"Jodie Comer, Stephen Graham, Ian Hart"
Hereditary_2018,Movie,BluRay,Hereditary,2018,Ari Aster,YES,,NO,,,,,127,"Horror, Thriller",,,,,,
Hidden_Figures_2016,Movie,BluRay,Hidden Figures,2016,Theodore Melfi,YES,,NO,,,,,127,"History, Drama, Comedy",,,,,,
House_Season_1_2006,Series,DVD,House [Season 1],2006,David Shore,YES,,YES,,"House [Season 2], House [Season 3], House [Season 4], House [Season 5], House [Season 6], House [Season 7], House [Season 8]",YES,,40,"Drama, Comedy",I didn't know Hugh Laurie was British for the longest time. We love Chase. The cases are super exciting and the dialogue is great.,,,,,
House_Season_2_2007,Series,DVD,House [Season 2],2007,David Shore,YES,,YES,House [Season 1],"House [Season 3], House [Season 4], House [Season 5], House [Season 6], House [Season 7], House [Season 8]",YES,,40,"Drama, Comedy",House was the first series I got the whole box for and it definitely was a great purchase.,,,,,
House_Season_3_2008,Series,DVD,House [Season 3],2008,David Shore,YES,,YES,"House [Season 1], House [Season 2]","House [Season 4], House [Season 5], House [Season 6], House [Season 7], House [Season 8]",YES,,40,"Drama, Comedy",I binged this series first in May 2018 when WeAreDevelopers was happening. Eating salad with mozarella and eggs together with homemade bread. Good times.,,,,,
House_Season_4_2008,Series,DVD,House [Season 4],2008,David Shore,YES,,YES,"House [Season 1], House [Season 2], House [Season 3]","House [Season 5], House [Season 6], House [Season 7], House [Season 8]",YES,,40,"Drama, Comedy",The way they managed to get rid of the old team and introduce a new one without it feeling too obvious and annoying is great and House choosing his new team in the way it does serves for a great plot. Love Thirteen.,,,,,
House_Season_5_2010,Series,DVD,House [Season 5],2010,David Shore,YES,,YES,"House [Season 1], House [Season 2], House [Season 3], House [Season 4]","House [Season 6], House [Season 7], House [Season 8]",YES,,40,"Drama, Comedy",Episode 5 was the first one I ever watched and it's what got me hooked on this. It is still one of the greater episodes of this series. Love(d) Olivia Wilde.,,,,,
House_Season_6_2011,Series,DVD,House [Season 6],2011,David Shore,YES,,YES,"House [Season 1], House [Season 2], House [Season 3], House [Season 4], House [Season 5]","House [Season 7], House [Season 8]",YES,,40,"Drama, Comedy",The series continues and I still liked it.,,,,,
House_Season_7_2011,Series,DVD,House [Season 7],2011,David Shore,YES,,YES,"House [Season 1], House [Season 2], House [Season 3], House [Season 4], House [Season 5], House [Season 6]",House [Season 8],YES,,40,"Drama, Comedy",Don't remember much of what happens here but I binged it so must have been good.,,,,,
House_Season_8_2012,Series,DVD,House [Season 8],2012,David Shore,YES,,YES,"House [Season 1], House [Season 2], House [Season 3], House [Season 4], House [Season 5], House [Season 6], House [Season 7]",,YES,,40,"Drama, Comedy",I remember the end being quite dramatic and annoying at times because they focused more on the characters and forgot about the doctoring but still this series is amazing and has some great acting and writing. The title theme still gives me goosebumps.,,,,,
House_of_Cards_Season_1_2013,Series,DVD,House of Cards [Season 1],2013,"Michael Dobbs, Andrew Davies, Beau Willimon",NO,,YES,,,NO,"House of Cards [Season 2], House of Cards [Season 3], House of Cards [Season 4], House of Cards [Season 5], House of Cards [Season 6]",60,Drama,Haven't seen it yet but if I remember correctly I got this series free somewhere. It stars Kevin Spacey which is really all I know about this series.,,,,,
House_of_Gucci_2021,Movie,DVD,House of Gucci,2021,Ridley Scott,YES,,NO,,,,,152,"Drama, Biography",,,,,,
Hustlers_2019,Movie,DVD,Hustlers,2019,Lorene Scafaria,YES,,NO,,,,,107,Drama,,,,,,
I_Tonya_2017,Movie,BluRay,"I, Tonya",2017,Craig Gillespie,YES,,NO,,,,,120,"Drama, Biography",Margot Robbie's forever Oscar-snub. On first watch I didn't really know what to think about this movie but on several rewatches there is so much nuance to this movie and not only Margot's performance is incredible but obviously also Allison Janney knocks it out of the park and it is a pleasure to watch them carry this movie so well.,Steven Rogers,Peter Nashel,Nicolas Karakatsanis,Jennifer Johnson,"Margot Robbie, Sebastian Stan, Allison Janney, Julianne Nicholson, Paul Walter Hauser, Mckenna Grace"
In_Time_2011,Movie,DVD,In Time,2011,Andrew Niccol,YES,,NO,,,,,105,"SciFi, Action, Drama",,,,,,
Inception_2010,Movie,BluRay,Inception,2010,Christopher Nolan,YES,,NO,,,,,148,"SciFi, Action, Drama",One of the greatest movies ever made. The story and the music are the absolute best and something no one could have done as well as Nolan. The scene when Leo DiCaprio gets home and Time by Hans Zimmer is playing makes me cry every time and this score makes any ordinary scene in life look epic. It means more to me than anything because it also played as I landed in Ireland for the first time. The idea of the totem to know if you are in a dream or not and that to be the greatest cliffhanger and mystery in cinematic history leaves me in awe of the genius that flowed into writing this movie.,,,,,
Indiana_Jones_and_the_Kingdom_of_the_Crystal_Skull_2008,Movie,DVD,Indiana Jones and the Kingdom of the Crystal Skull,2008,Steven Spielberg,YES,,YES,"Raiders of the Lost Ark, Indiana Jones and the Temple of Doom, Indiana Jones and the Last Crucade",,NO,Indiana Jones and the Dial of Destiny,117,"Adventure, Action, Drama","The first Indiana Jones movie I ever watched. And this DVD is the one that I vividly remember starting my collection. I bought this one at a Libro somewhere in Salzburg if I recall correctly OR I got it for Christmas OR I got it at that Libro and my parents wanted to gift it to me for Christmas. Anyways, even though this movie is hated amongst Indiana Jones fans, I still like it and I have great memories connected to this movie 🧡.",David Koepp,John Williams,Janusz Kaminski,Mary Zophres,"Harrison Ford, Cate Blanchett, Karen Allen, Shia LaBeouf, Ray Winstone, John Hurt, Jim Broadbent"
Indiana_Jones_and_the_Last_Crucade_1989,Movie,DVD,Indiana Jones and the Last Crucade,1989,Steven Spielberg,YES,,YES,"Raiders of the Lost Ark, Indiana Jones and the Temple of Doom",Indiana Jones and the Kingdom of the Crystal Skull,NO,Indiana Jones and the Dial of Destiny,122,"Adventure, Action, Drama",,,,,,
Indiana_Jones_and_the_Temple_of_Doom_1984,Movie,DVD,Indiana Jones and the Temple of Doom,1984,Steven Spielberg,YES,,YES,Raiders of the Lost Ark,"Indiana Jones and the Last Crucade, Indiana Jones and the Kingdom of the Crystal Skull",NO,Indiana Jones and the Dial of Destiny,114,"Adventure, Action, Drama",,,,,,
Inside_Out_2015,Movie,DVD,Inside Out,2015,Pete Docter,YES,also available in Thai,YES,,,NO,Inside Out 2,91,"Animation, Coming-of-Age",,,,,,
Instant_Family_2018,Movie,DVD,Instant Family,2018,Sean Anders,YES,,NO,,,,,113,"Coming-of-Age, Drama",This movie makes me cry every time. It is so beautiful and I wish a lot of people had the resilience that Rose Byrne and Mark Wahlberg have here. I feel this movie is very underrated and needs to be watched more. I have seen it at least four times and am happy to watch it again any time - especially when I need a good happy cry.,"Sean Anders, John Morris",Michael Andrews,Brett Pawlak,Lisa Lovaas,"Mark Wahlberg, Rose Byrne, Isabela Merced, Gustavo Escobar, Julianna Gamiz, Octavia Spencer, Tig Notaro, Margo Martindale, Julie Hagerty, Michael O'Keefe, Joan Cusack"
Insurgent_2015,Movie,DVD,Insurgent,2015,Robert Schwentke,YES,,YES,Divergent,Allegiant,YES,,115,"SciFi, Drama, Action",,,,,,
Into_the_Woods_2014,Movie,DVD,Into the Woods,2014,Rob Marshall,YES,,NO,,,,,120,"Musical, Adventure, Fantasy",My comfort movie. The cast and the songs and the settings are just the best. It is one that had me bond with my friends even more. I downloaded all of the songs onto my iPod back in the days and just love this story so much.,James Lapine,Stephen Sondheim,Dion Beebe,Colleen Atwood,"Anna Kendrick, Daniel Huttlestone, James Corden, Emily Blunt, Christine Baranski, Tammy Blanchard, Lucy Punch, Tracey Ullman, Lilla Crawford, Meryl Streep, Johnny Depp, Billy Magnussen, Mackenzie Mauzy, Annette Crosbie, Chris Pine"
Isle_of_Dogs_2018,Movie,DVD,Isle of Dogs,2018,Wes Anderson,YES,,NO,,,,,97,"Animation, Adventure, SciFi",,,,,,
Jackie_2016,Movie,DVD,Jackie,2016,Pablo Larrain,YES,,NO,,,,,96,"History, Biography, Drama",,,,,,
John_Williams_Live_in_Vienna_2020,Movie,BluRay,John Williams: Live in Vienna,2020,Michael Beyer,NO,,NO,,,,,155,Documentary,,,,,,
Johnny_English_2003,Movie,DVD,Johnny English,2003,Peter Howitt,YES,,YES,,Johnny English Reborn,YES,,84,"Comedy, Action",,,,,,
Johnny_English_Reborn_2011,Movie,DVD,Johnny English Reborn,2011,Oliver Parker,YES,,YES,Johnny English,,YES,,97,"Comedy, Action",,,,,,
Jojo_Rabbit_2019,Movie,DVD,Jojo Rabbit,2019,Taika Waititi,YES,,NO,,,,,108,"History, Comedy, War",Eif het eytin kitz foa Tschörmeni. I never thought anyone would be able to make a good comedy about World War II. Turns out you just have to hand it to Taika Waititi. The jokes about h***ing H***** and the summer camp and such are just insanely delicate and well made. A gay Sam Rockwell and the dumb NASDAP is just so well thought through. Despite the heavy material and sad parts of this movie it is still an incredibly well made comedy and always a pleasure to watch.,Taika Waititi,Michael Giacchino,Mihai Malaimare Jr.,Mayes C. Rubeo,"Roman Griffin Davis, Thomasin McKenzie, Scarlett Johannson, Taika Waititi, Sam Rockwell, Rebel Wilson, Alfie Allen, Archie Yates, Stephen Merchant"
Joker_2019,Movie,BluRay,Joker,2019,Todd Phillips,YES,,YES,,,NO,Joker 2: Folie à Deux,122,Drama,The first movie I watched in Stockholm when I moved there. An unexpectedly dark superhero movie that no one thought would land the way it did. With Todd Phillips who we'd previously only known for The Hangover as a director this was even more of a surprise. The introduction of Hildur Gudnadottir and with that the first ever Oscar for a woman in the Original Score category makes this movie quite monumental.,"Todd Phillips, Scott Silver",Hildur Gudnadottir,Lawrence Sher,Mark Bridges,"Joaquin Pheonix, Robert de Niro, Zazie Beetz, Frances Conroy"
Journey_2_The_Mysterious_Island_2012,Movie,DVD,Journey 2: The Mysterious Island,2012,Brad Peyton,YES,,YES,Journey to the Center of the Earth,,YES,,94,"Adventure, Action, Fantasy","Making the franchise complete in my library but also it's The Rock, it's Joshie and it's Vanessa. Like, you can't really go wrong there. It's a 2010s movie and that is the start of something new 👉👈",,,,,
Journey_to_the_Center_of_the_Earth_2008,Movie,DVD,Journey to the Center of the Earth,2008,Eric Brevig,YES,,YES,,Journey 2: The Mysterious Island,YES,,89,"Fantasy, Adventure, Action",,,,,,
Judas_and_the_Black_Messiah_2021,Movie,DVD,Judas and the Black Messiah,2021,Shaka King,YES,,NO,,,,,120,"Drama, Biography, Thriller",,,,,,
Jumanji_The_Next_Level_2019,Movie,DVD,Jumanji: The Next Level,2019,Jake Kasdan,YES,,YES,Jumanji: Welcome to the Jungle,,YES,,123,"Comedy, Action, SciFi",,,,,,
Jumanji_Welcome_to_the_Jungle_2017,Movie,DVD,Jumanji: Welcome to the Jungle,2017,Jake Kasdan,YES,,YES,,Jumanji: The Next Level,YES,,114,"Comedy, Action, SciFi",,,,,,
Jumper_2008,Movie,DVD,Jumper,2008,Doug Liman,YES,,NO,,,,,85,"Drama, Action, SciFi",,,,,,
Jurassic_Park_1993,Movie,DVD,Jurassic Park,1993,Steven Spielberg,YES,signed by Jeff Goldblum,YES,,"The Lost World: Jurassic Park, Jurassic Park III, Jurassic World, Jurassic World: Fallen Kingdom, Jurassic World: Dominion",YES,,127,"SciFi, Drama, Action",,,,,,
Jurassic_Park_III_2001,Movie,DVD,Jurassic Park III,2001,Joe Johnston,YES,signed by Jeff Goldblum,YES,"Jurassic Park, The Lost World: Jurassic Park","Jurassic World, Jurassic World: Fallen Kingdom, Jurassic World: Dominion",YES,,96,"SciFi, Drama, Action",,,,,,
Jurassic_World_2015,Movie,DVD,Jurassic World,2015,Colin Trevorrow,YES,signed by Jeff Goldblum,YES,"Jurassic Park, The Lost World: Jurassic Park, Jurassic Park III","Jurassic World: Fallen Kingdom, Jurassic World: Dominion",YES,,124,"SciFi, Drama, Action",,,,,,
Jurassic_World_Dominion_2022,Movie,BluRay,Jurassic World: Dominion,2022,Colin Trevorrow,YES,,YES,"Jurassic Park, The Lost World: Jurassic Park, Jurassic Park III, Jurassic World: Fallen Kingdom",,YES,,148,"SciFi, Drama, Action",,,,,,
Jurassic_World_Fallen_Kingdom_2018,Movie,BluRay,Jurassic World: Fallen Kingdom,2018,J.A. Bayona,YES,,YES,"Jurassic Park, The Lost World: Jurassic Park, Jurassic Park III, Jurassic World","Jurassic World: Fallen Kingdom, Jurassic World: Dominion",YES,,129,"SciFi, Drama, Action",,,,,,
Justice_League_2017,Movie,BluRay,Justice League,2017,Zack Snyder,YES,,NO,,,,,120,"SciFi, Action",,,,,,
Killing_Eve_Season_1_2018,Series,DVD,Killing Eve [Season 1],2018,Phoebe Waller-Bridge,YES,signed by Anjana Vasan,YES,,"Killing Eve [Season 2], Killing Eve [Season 3], Killing Eve [Season 4]",YES,,42,"Drama, Crime, Action",We get introduced to this incredibly intoxicating individual that is Villanelle and played so flawlessly by Jodie Comer. This season is written so well that you don't ever want to watch anything that is not written by Pheobe Waller Bridge.,Pheobe Waller-Bridge,"Keefus Ciania, David Holmes",Julian Court,Phoebe De Gaye,"Jodie Comer, Sandra Oh, Fiona Shaw, Kim Bodnia, Owen McDonnell, Sean Delaney, Kirby Howell-Baptiste"
Killing_Eve_Season_2_2019,Series,DVD,Killing Eve [Season 2],2019,Phoebe Waller-Bridge,YES,signed by Anjana Vasan,YES,Killing Eve [Season 1],"Killing Eve [Season 3], Killing Eve [Season 4]",YES,,42,"Drama, Crime, Action",The greatest television scene of all time when Villanelle knocks her accent game out of the park in in episode 6 and destroys any other attempt of anyone at acting. Deservingly this scene brought her the Emmy. It should have also given her the Golden Globe but she will come back with something else and get that.,Emerald Fennell,"Keefus Ciania, David Holmes",Julian Court,Charlotte Mitchell,"Jodie Comer, Sandra Oh, Fiona Shaw, Kim Bodnia, Owen McDonnell, Sean Delaney, Kirby Howell-Baptiste, Edward Bluemel, Nina Sosanya, Henry Lloyd-Hughes, Adeel Akhtar"
Killing_Eve_Season_3_2020,Series,DVD,Killing Eve [Season 3],2020,Phoebe Waller-Bridge,YES,signed by Anjana Vasan,YES,"Killing Eve [Season 1], Killing Eve [Season 2]",Killing Eve [Season 4],YES,,42,"Drama, Crime, Action",This is where we feel the absence of PWB. It is still worthy to be part of the greatest TV series ever made and Eve and Villanelle separating on the Tower Bridge will always be heartbreaking.,Suzanne Heathcote,"Keefus Ciania, David Holmes",Julian Court,Sam Perry,"Jodie Comer, Sandra Oh, Fiona Shaw, Kim Bodnia, Owen McDonnell, Harriet Walter, Turlough Convery, Gemma Whelan, Danny Sapani, Adeel Akhtar"
Killing_Eve_Season_4_2022,Series,DVD,Killing Eve [Season 4],2022,Phoebe Waller-Bridge,YES,signed by Anjana Vasan,YES,"Killing Eve [Season 1], Killing Eve [Season 2], Killing Eve [Season 3]",,YES,,42,"Drama, Crime, Action","Should this season have happened? Maybe. Yes. No. I am okay with it. Having met Pam in real life and having been to Margate, this is season is very meaningful to me and the last episode is quite well made. I am happy that my favorite characters all survived and nothing bad happened in the last five minutes.",Laura Neal,"Keefus Ciania, David Holmes",Julian Court,Sam Perry,"Jodie Comer, Sandra Oh, Fiona Shaw, Kim Bodnia, Edward Bluemel, Camille Cottin, Anjana Vasan, Adeel Akhtar"
Kingsman_The_Golden_Circle_2017,Movie,DVD,Kingsman: The Golden Circle,2017,Matthew Vaughn,YES,,YES,Kingsman: The Secret Service,,NO,The King's Man,135,"Action, Crime, Drama",,,,,,
Kingsman_The_Secret_Service_2014,Movie,DVD,Kingsman: The Secret Service,2014,Matthew Vaughn,YES,,YES,,Kingsman: The Golden Circle,NO,The King's Man,123,"Action, Crime, Drama",,,,,,
